batch_id,production_date,raw_material_supplier,pigment_type,pigment_quantity,mixing_time,mixing_speed,product_quality_score
BATCH_00842,2023-06-03,SupplierA,type_b,89.39,23.34,Medium,90.83
BATCH_00843,2022-06-23,SupplierA,type_c,93.63,37.14,High,98.77
BATCH_00844,2023-10-15,SupplierA,type_b,42.68,46.88,Medium,85.76
BATCH_00845,2022-06-17,SupplierA,type_b,90.2,26.38,Low,107.12
BATCH_00846,2022-06-19,SupplierB,type_a,66.05,32.96,High,71.45
BATCH_00847,2023-01-28,SupplierB,type_a,79.9,10.94,Medium,78.24
BATCH_00848,2024-08-03,SupplierA,type_c,65.4,32.21,Low,83.23
BATCH_00849,2024-03-05,SupplierB,type_b,56.11,35.3,Medium,69.04
BATCH_00850,2023-09-26,SupplierA,type_c,200.0,15.04,Medium,113.82
BATCH_00851,2022-07-13,SupplierA,type_a,39.43,27.61,Medium,76.58
BATCH_00852,2023-06-01,SupplierB,type_b,88.05,36.02,Medium,65.53
BATCH_00853,2022-01-29,SupplierB,type_a,91.21,32.54,Medium,100.12
BATCH_00854,2022-06-14,SupplierB,type_a,77.26,31.64,High,81.25
BATCH_00855,2023-02-26,SupplierA,type_a,48.57,32.55,Medium,79.2
BATCH_00856,2022-12-05,SupplierB,type_a,54.89,33.04,High,78.89
BATCH_00857,2023-10-10,SupplierB,type_b,24.5,11.85,Medium,74.83
BATCH_00858,2023-05-11,SupplierB,type_a,40.95,33.77,Medium,64.12
BATCH_00859,2022-12-31,SupplierB,type_c,62.41,29.75,High,69.29
BATCH_00860,2024-04-12,SupplierB,type_b,21.47,31.77,Low,73.11
BATCH_00861,2022-12-08,SupplierB,type_a,44.04,29.66,Low,64.88
BATCH_00862,2023-05-15,SupplierB,type_a,88.9,26.27,Ultra,77.41
BATCH_00863,2023-10-19,SupplierD,type_b,46.91,35.42,Low,73.76
BATCH_00864,2023-05-26,SupplierB,type_a,200.0,29.43,Low,134.55
BATCH_00865,2022-11-23,SupplierA,type_x,61.33,21.51,Medium,50.45
BATCH_00866,2022-08-05,SupplierB,type_c,43.85,33.87,Medium,70.27
BATCH_00867,2022-10-28,SupplierA,type_a,46.9,34.72,Medium,80.82
BATCH_00868,2022-05-12,SupplierA,type_b,53.34,32.72,Low,57.77
BATCH_00869,2024-03-14,SupplierB,type_a,8.98,34.42,Low,60.56
BATCH_00870,2022-03-11,SupplierC,type_c,68.94,29.12,Medium,69.29
BATCH_00871,2022-09-09,SupplierC,type_b,47.63,27.43,Medium,64.22
BATCH_00872,2023-02-19,SupplierA,type_a,69.64,34.74,Medium,76.87
BATCH_00873,2024-02-26,SupplierB,type_a,57.76,24.71,Medium,76.73
BATCH_00874,2023-03-21,SupplierA,type_c,46.75,24.53,Medium,61.96
BATCH_00875,2024-05-25,SupplierD,type_b,53.95,32.24,Low,75.59
BATCH_00876,2022-07-01,SupplierD,type_a,54.02,32.1,High,98.48
BATCH_00877,2022-06-16,SupplierB,type_c,79.52,34.65,Low,91.43
BATCH_00878,2022-04-01,SupplierB,type_b,51.25,21.45,Low,85.48
BATCH_00879,2023-12-15,SupplierB,type_x,55.76,29.51,High,84.7
BATCH_00880,2024-05-07,SupplierB,type_a,24.76,24.35,Low,60.45
BATCH_00881,2023-06-15,SupplierA,type_c,49.06,34.28,Medium,77.83
BATCH_00882,2022-02-08,SupplierB,type_c,79.09,36.67,Medium,94.7
BATCH_00883,2022-05-06,SupplierB,type_a,58.58,32.52,Medium,85.86
BATCH_00884,2023-03-27,SupplierB,type_c,28.38,27.21,Medium,70.46
BATCH_00885,2022-06-22,SupplierA,type_b,30.52,11.53,Medium,74.36
BATCH_00886,2023-10-15,SupplierC,type_x,35.17,27.94,Medium,95.18
BATCH_00887,2024-01-24,SupplierA,type_a,69.99,25.79,Medium,89.39
BATCH_00888,2022-08-08,SupplierB,type_c,67.53,29.2,High,77.11
BATCH_00889,2023-09-30,SupplierB,type_b,-19.09,26.25,Medium,53.53
BATCH_00890,2022-02-27,SupplierB,type_c,48.37,23.09,Medium,63.97
BATCH_00891,2023-10-22,SupplierB,type_b,52.95,27.92,Medium,99.36
BATCH_00892,2023-04-21,SupplierA,type_c,30.76,32.29,Medium,85.27
BATCH_00893,2023-04-01,SupplierA,type_x,42.19,38.5,High,73.49
BATCH_00894,2024-04-08,SupplierB,type_a,76.62,15.66,Low,104.79
BATCH_00895,2024-06-13,SupplierB,type_c,58.18,20.55,High,83.78
BATCH_00896,2022-12-27,SupplierA,type_c,40.01,34.08,Medium,67.69
BATCH_00897,2024-07-23,SupplierB,type_a,46.25,34.64,High,82.94
BATCH_00898,2022-01-01,SupplierB,type_b,45.44,35.71,Low,77.62
BATCH_00899,2023-01-22,SupplierB,type_b,55.64,23.21,High,85.07
BATCH_00900,2024-08-30,SupplierB,type_a,21.41,37.43,Low,52.73
BATCH_00901,2022-12-14,SupplierA,type_a,36.6,25.12,High,62.88
BATCH_00902,2022-07-09,SupplierA,type_a,-10.0,37.74,Medium,71.88
BATCH_00903,2023-05-20,SupplierB,type_a,48.55,28.36,Medium,91.5
BATCH_00904,2022-07-10,SupplierB,type_b,33.0,33.99,Medium,84.05
BATCH_00905,2023-05-23,SupplierB,type_a,33.83,31.3,Low,92.33
BATCH_00906,2023-01-04,SupplierB,type_x,64.42,25.14,Medium,68.8
BATCH_00907,2023-02-13,SupplierB,type_c,39.64,35.8,Low,76.96
BATCH_00908,2024-04-03,SupplierD,type_a,60.22,27.72,Medium,68.93
BATCH_00909,2024-07-17,SupplierB,type_c,37.46,39.29,High,65.43
BATCH_00910,2024-07-22,SupplierB,type_c,27.4,26.18,Low,48.34
BATCH_00911,2022-04-27,SupplierA,type_c,54.89,24.98,Medium,73.25
BATCH_00912,2022-05-14,SupplierA,type_a,48.05,26.69,Medium,53.83
BATCH_00913,2022-02-27,SupplierB,type_a,63.7,37.48,Low,89.92
BATCH_00914,2023-07-10,SupplierA,type_x,67.68,22.16,Medium,84.19
BATCH_00915,2023-11-16,SupplierC,type_x,42.84,34.57,Medium,52.59
BATCH_00916,2023-11-03,SupplierB,type_c,56.98,39.16,Low,75.19
BATCH_00917,2022-06-22,SupplierB,type_c,42.22,29.15,Low,92.34
BATCH_00918,2024-04-08,SupplierA,type_a,62.67,28.03,Medium,77.55
BATCH_00919,2024-03-25,SupplierA,type_b,54.67,30.4,Medium,66.42
BATCH_00920,2022-05-29,SupplierA,type_a,37.52,24.39,Low,53.4
BATCH_00921,2022-03-21,SupplierA,type_a,35.85,43.24,Low,53.2
BATCH_00922,2024-06-04,SupplierA,type_c,55.37,33.35,Medium,81.97
BATCH_00923,2022-08-01,SupplierB,type_a,73.24,23.9,Medium,77.63
BATCH_00924,2022-07-22,SupplierB,type_b,68.03,25.96,Low,76.9
BATCH_00925,2024-02-03,SupplierB,type_x,31.14,30.9,Medium,65.04
BATCH_00926,2022-08-17,SupplierB,type_a,33.24,23.53,Medium,68.57
BATCH_00927,2023-11-07,SupplierA,type_c,36.19,22.48,Medium,58.59
BATCH_00928,2022-08-15,SupplierB,type_c,38.07,31.47,High,72.94
BATCH_00929,2023-10-21,SupplierB,type_b,13.67,35.03,High,49.87
BATCH_00930,2023-06-16,SupplierA,type_a,65.8,28.36,Low,72.18
BATCH_00931,2023-03-17,SupplierB,type_b,40.88,29.7,Low,82.37
BATCH_00932,2023-02-06,SupplierA,type_b,59.24,28.63,Medium,81.53
BATCH_00933,2022-02-16,SupplierB,type_b,43.68,30.26,Medium,79.96
BATCH_00934,2022-08-21,SupplierD,type_a,49.54,34.96,High,96.37
BATCH_00935,2022-11-01,SupplierA,type_c,36.3,36.74,Low,70.29
BATCH_00936,2023-06-10,SupplierB,type_a,49.43,26.11,Medium,75.05
BATCH_00937,2022-05-23,SupplierB,type_c,32.58,28.11,Medium,67.13
BATCH_00938,2023-02-19,SupplierD,type_a,49.58,28.79,Medium,70.44
BATCH_00939,2023-05-28,SupplierB,type_b,79.14,29.73,Medium,73.64
BATCH_00940,2023-01-08,SupplierB,type_x,60.41,29.88,Low,71.22
BATCH_00941,2023-07-20,SupplierA,type_a,55.82,33.37,Medium,80.3
BATCH_00942,2024-06-04,SupplierA,type_a,23.61,21.67,Medium,69.39
BATCH_00943,2022-09-16,SupplierA,type_c,61.35,21.99,Medium,79.05
BATCH_00944,2023-10-18,SupplierD,type_c,63.29,26.67,Low,88.25
BATCH_00945,2023-04-16,SupplierB,type_c,55.37,34.32,Medium,76.9
BATCH_00946,2024-08-10,SupplierB,type_b,54.29,26.74,Low,72.19
BATCH_00947,2024-08-28,SupplierC,type_a,47.2,29.79,Low,64.89
BATCH_00948,2022-01-12,SupplierA,type_c,62.99,30.64,Low,63.41
BATCH_00949,2022-11-26,SupplierA,type_x,150.0,31.58,Low,119.6
BATCH_00950,2024-01-06,SupplierA,type_b,56.61,37.82,Medium,69.99
BATCH_00951,2024-02-23,SupplierA,type_c,30.57,33.47,Medium,59.91
BATCH_00952,2024-08-25,SupplierA,type_b,32.1,34.99,High,65.45
BATCH_00953,2022-12-24,SupplierB,type_b,64.52,20.94,Low,76.57
BATCH_00954,2024-08-29,SupplierA,type_a,30.73,37.37,Low,85.6
BATCH_00955,2023-02-12,SupplierA,type_b,54.02,30.36,High,72.92
BATCH_00956,2023-10-30,SupplierA,type_b,43.09,20.22,Low,99.26
BATCH_00957,2023-01-08,SupplierA,type_a,28.56,42.29,Low,67.77
BATCH_00958,2022-01-08,SupplierD,type_b,66.65,30.23,Low,100.56
BATCH_00959,2022-05-02,SupplierB,type_c,64.14,32.65,High,88.18
BATCH_00960,2022-12-14,SupplierD,type_c,22.89,24.66,High,68.02
BATCH_00961,2023-11-07,SupplierA,type_c,59.63,40.99,Medium,93.67
BATCH_00962,2022-03-31,SupplierA,type_x,56.71,26.03,Medium,88.23
BATCH_00963,2023-10-10,SupplierB,type_a,66.75,28.07,Medium,86.37
BATCH_00964,2023-11-29,SupplierA,type_b,53.34,22.35,Ultra,99.18
BATCH_00965,2022-11-12,SupplierA,type_c,78.54,31.82,Low,78.58
BATCH_00966,2022-06-27,SupplierA,type_b,47.47,24.31,High,64.29
BATCH_00967,2023-06-24,SupplierA,type_b,44.56,22.28,Low,66.61
BATCH_00968,2024-01-02,SupplierA,type_a,30.5,29.66,Medium,86.67
BATCH_00969,2024-05-18,SupplierA,type_x,31.32,30.47,Low,83.9
BATCH_00970,2022-02-10,SupplierB,type_b,29.51,28.76,High,63.6
BATCH_00971,2024-01-10,SupplierA,type_x,54.37,20.9,Medium,52.76
BATCH_00972,2023-12-05,SupplierA,type_b,44.62,31.45,Medium,71.33
BATCH_00973,2024-07-11,SupplierB,type_c,56.61,23.66,Medium,66.85
BATCH_00974,2023-05-17,SupplierA,type_c,25.82,34.45,Medium,62.81
BATCH_00975,2024-08-16,SupplierA,type_c,32.89,27.22,High,59.32
BATCH_00976,2022-05-25,SupplierB,type_b,32.55,34.64,Low,53.67
BATCH_00977,2022-07-20,SupplierA,type_b,93.39,30.07,Medium,106.85
BATCH_00978,2024-07-17,SupplierA,type_c,46.69,30.33,Low,67.17
BATCH_00979,2023-12-25,SupplierB,type_b,200.0,36.38,Medium,134.13
BATCH_00980,2023-04-06,SupplierA,type_b,48.45,25.92,High,72.32
BATCH_00981,2024-01-02,SupplierB,type_a,81.06,24.52,Medium,73.01
BATCH_00982,2024-01-22,SupplierB,type_x,17.73,32.78,High,70.41
BATCH_00983,2024-07-13,SupplierA,type_a,48.8,23.43,Medium,70.73
BATCH_00984,2024-06-27,SupplierB,type_c,17.55,26.01,Medium,63.19
BATCH_00985,2023-07-12,SupplierB,type_b,2.4,22.1,Medium,62.17
BATCH_00986,2023-07-01,SupplierA,type_b,35.32,35.76,Ultra,62.47
BATCH_00987,2022-09-10,SupplierB,type_c,58.24,24.99,Medium,61.26
BATCH_00988,2023-01-25,SupplierA,type_a,34.04,26.73,Medium,69.7
BATCH_00989,2023-08-17,SupplierB,type_b,57.92,23.55,High,87.01
BATCH_00990,2024-06-01,SupplierA,type_c,52.13,28.07,Ultra,66.62
BATCH_00991,2022-09-13,SupplierB,type_c,47.22,29.29,Medium,75.71
BATCH_00992,2023-12-10,SupplierA,type_a,75.3,34.13,Medium,97.64
BATCH_00993,2024-03-25,SupplierB,type_x,38.08,23.39,Medium,70.53
BATCH_00994,2024-07-09,SupplierA,type_c,57.61,27.0,Medium,78.14
BATCH_00995,2023-03-26,SupplierA,type_x,13.94,37.11,Medium,64.73
BATCH_00996,2022-01-10,SupplierB,type_b,51.98,35.21,Ultra,68.77
BATCH_00997,2024-04-03,SupplierB,type_b,44.86,26.61,Low,63.52
BATCH_00998,2024-03-08,SupplierB,type_x,26.36,29.75,Medium,58.01
BATCH_00999,2022-08-30,SupplierB,type_x,57.97,34.16,High,81.07
BATCH_01000,2022-09-08,SupplierB,type_b,35.22,24.03,Low,78.51
BATCH_01001,2024-05-26,SupplierB,type_a,84.64,20.39,Medium,93.44
BATCH_01002,2022-01-05,SupplierA,type_b,1.32,27.32,High,56.61
BATCH_01003,2022-04-29,SupplierB,type_b,54.97,23.57,Ultra,87.42
BATCH_01004,2024-03-11,SupplierB,type_a,50.85,25.99,Medium,78.33
BATCH_01005,2023-01-09,SupplierD,type_a,44.38,34.88,Low,74.02
BATCH_01006,2022-03-06,SupplierB,type_x,39.42,31.05,Low,38.43
BATCH_01007,2022-05-26,SupplierA,type_a,51.37,26.98,Medium,67.24
BATCH_01008,2022-08-12,SupplierA,type_c,71.24,27.31,Low,66.16
BATCH_01009,2022-08-27,SupplierB,type_a,16.56,26.27,Low,71.24
BATCH_01010,2022-06-26,SupplierB,type_b,33.88,34.15,High,71.11
BATCH_01011,2024-02-18,SupplierB,type_a,28.99,27.64,High,57.98
BATCH_01012,2024-05-02,SupplierB,type_a,28.05,35.43,High,71.46
BATCH_01013,2022-10-09,SupplierB,type_c,56.85,34.81,Low,62.82
BATCH_01014,2022-03-04,SupplierA,type_x,61.79,28.62,Low,68.1
BATCH_01015,2022-08-05,SupplierB,type_a,71.3,23.2,High,74.29
BATCH_01016,2024-05-03,SupplierA,type_b,62.1,38.56,High,84.03
BATCH_01017,2024-04-06,SupplierA,type_b,63.72,33.05,High,93.11
BATCH_01018,2024-03-05,SupplierB,type_x,21.76,30.23,Medium,60.67
BATCH_01019,2023-11-20,SupplierB,type_c,79.67,38.71,High,97.13
BATCH_01020,2023-04-06,SupplierA,type_b,45.8,28.6,Medium,74.22
BATCH_01021,2024-07-17,SupplierA,type_c,70.66,28.5,Medium,83.56
BATCH_01022,2023-09-02,SupplierD,type_c,22.48,28.63,Medium,83.34
BATCH_01023,2022-04-15,SupplierA,type_a,45.17,23.11,Medium,71.58
BATCH_01024,2022-04-09,SupplierB,type_b,68.86,29.48,Medium,85.05
BATCH_01025,2023-05-26,SupplierB,type_x,50.56,26.95,High,82.57
BATCH_01026,2023-01-20,SupplierB,type_c,34.92,31.12,Low,61.63
BATCH_01027,2023-02-09,SupplierB,type_b,76.2,29.88,High,80.97
BATCH_01028,2024-04-02,SupplierA,type_b,26.57,26.5,Low,84.66
BATCH_01029,2023-06-02,SupplierB,type_b,49.59,29.57,Medium,76.65
BATCH_01030,2023-04-21,SupplierA,type_b,62.8,32.71,High,81.71
BATCH_01031,2024-09-03,SupplierB,type_c,91.91,18.72,Low,99.25
BATCH_01032,2023-12-10,SupplierA,type_b,40.83,32.89,Medium,67.24
BATCH_01033,2024-05-12,SupplierB,type_c,44.47,23.87,Low,69.52
BATCH_01034,2023-10-07,SupplierA,type_x,41.11,27.71,High,80.5
BATCH_01035,2024-05-19,SupplierA,type_a,54.77,15.85,High,88.82
BATCH_01036,2024-02-10,SupplierA,type_b,61.76,32.83,Ultra,54.88
BATCH_01037,2023-03-13,SupplierA,type_b,71.87,26.3,High,74.19
BATCH_01038,2022-01-23,SupplierB,type_c,65.12,27.5,High,69.55
BATCH_01039,2024-09-23,SupplierA,type_a,40.05,31.43,Low,70.78
BATCH_01040,2023-07-19,SupplierC,type_c,66.27,19.94,Medium,70.65
BATCH_01041,2023-11-08,SupplierD,type_x,51.83,30.31,Medium,82.19
BATCH_01042,2023-12-15,SupplierB,type_b,64.91,33.24,Medium,81.2
BATCH_01043,2023-04-03,SupplierA,type_x,66.05,20.24,High,88.71
BATCH_01044,2022-03-24,SupplierA,type_c,82.6,28.03,Low,94.31
BATCH_01045,2022-05-25,SupplierB,type_a,42.91,30.21,Low,79.66
BATCH_01046,2022-03-26,SupplierA,type_a,39.09,29.62,Medium,68.37
BATCH_01047,2022-03-19,SupplierA,type_c,58.94,33.79,Low,78.73
BATCH_01048,2023-04-02,SupplierB,type_c,73.65,36.28,Medium,77.49
BATCH_01049,2024-05-27,SupplierB,type_a,51.16,27.95,Medium,61.7
BATCH_01050,2022-01-01,SupplierB,type_a,74.95,31.16,High,92.02
BATCH_01051,2022-02-20,SupplierA,type_a,63.8,14.54,Low,78.3
BATCH_01052,2023-11-16,SupplierB,type_c,45.98,32.08,Medium,58.77
BATCH_01053,2023-12-18,SupplierA,type_a,61.27,32.3,Low,83.75
BATCH_01054,2024-02-11,SupplierA,type_b,41.3,29.17,Medium,70.15
BATCH_01055,2023-03-22,SupplierB,type_c,54.77,32.6,Medium,55.83
BATCH_01056,2023-03-25,SupplierA,type_a,28.54,30.02,Low,54.82
BATCH_01057,2024-05-30,SupplierA,type_c,48.64,29.76,Low,67.58
BATCH_01058,2023-05-03,SupplierA,type_a,69.99,25.6,Low,83.1
BATCH_01059,2024-03-10,SupplierB,type_x,65.34,30.86,Medium,87.48
BATCH_01060,2022-02-03,SupplierB,type_a,62.42,27.11,High,86.26
BATCH_01061,2022-12-14,SupplierB,type_c,55.75,34.35,Medium,82.75
BATCH_01062,2022-04-05,SupplierB,type_c,53.2,25.78,Medium,75.62
BATCH_01063,2022-03-13,SupplierA,type_a,24.66,31.34,Medium,84.62
BATCH_01064,2023-07-05,SupplierB,type_a,45.88,28.7,Low,80.76
BATCH_01065,2022-06-03,SupplierA,type_b,150.0,31.33,Low,107.22
BATCH_01066,2022-09-07,SupplierA,type_a,27.51,29.71,High,73.92
BATCH_01067,2023-11-05,SupplierB,type_c,14.96,25.91,Low,60.5
BATCH_01068,2023-03-14,SupplierC,type_c,72.58,35.47,Medium,81.2
BATCH_01069,2022-04-28,SupplierA,type_b,51.02,25.56,Low,54.49
BATCH_01070,2024-02-10,SupplierA,type_c,54.2,33.21,Medium,72.39
BATCH_01071,2024-06-09,SupplierA,type_c,61.11,21.51,Ultra,95.93
BATCH_01072,2022-11-02,SupplierA,type_c,200.0,28.56,Medium,121.48
BATCH_01073,2022-09-25,SupplierC,type_b,41.93,37.65,High,73.65
BATCH_01074,2024-08-18,SupplierB,type_a,80.08,28.62,Medium,94.01
BATCH_01075,2022-02-23,SupplierB,type_a,40.23,30.48,Medium,75.65
BATCH_01076,2022-08-24,SupplierB,type_b,44.68,38.01,Low,65.54
BATCH_01077,2023-01-24,SupplierA,type_b,36.61,29.29,High,71.22
BATCH_01078,2024-09-16,SupplierB,type_b,35.18,31.3,Low,59.2
BATCH_01079,2024-01-04,SupplierA,type_a,72.11,33.02,Low,83.47
BATCH_01080,2024-02-02,SupplierB,type_c,0.47,23.1,Medium,51.76
BATCH_01081,2024-04-04,SupplierD,type_a,150.0,27.57,Medium,114.28
BATCH_01082,2023-02-05,SupplierB,type_a,54.51,30.65,Medium,71.25
BATCH_01083,2023-09-16,SupplierA,type_b,83.94,22.02,Medium,76.93
BATCH_01084,2024-02-06,SupplierB,type_a,27.3,36.85,Medium,67.06
BATCH_01085,2022-10-30,SupplierA,type_b,23.89,33.78,Medium,70.82
BATCH_01086,2024-07-07,SupplierA,type_b,32.8,33.04,High,57.77
BATCH_01087,2022-07-26,SupplierA,type_b,64.03,36.6,Medium,74.0
BATCH_01088,2022-08-17,SupplierA,type_b,52.51,33.62,Low,76.8
BATCH_01089,2024-05-02,SupplierB,type_a,21.15,28.85,Medium,79.92
BATCH_01090,2024-06-28,SupplierB,type_a,51.99,21.84,High,50.31
BATCH_01091,2023-08-01,SupplierC,type_x,81.03,26.59,Low,90.46
BATCH_01092,2022-03-16,SupplierB,type_b,55.29,26.74,Medium,72.75
BATCH_01093,2023-03-11,SupplierB,type_b,53.29,33.09,Medium,71.04
BATCH_01094,2022-04-13,SupplierA,type_a,54.49,30.4,Low,78.28
BATCH_01095,2023-02-26,SupplierA,type_b,58.29,22.17,Medium,73.85
BATCH_01096,2023-12-05,SupplierB,type_b,24.66,34.33,Low,73.61
BATCH_01097,2024-02-03,SupplierA,type_b,45.36,36.65,Medium,68.24
BATCH_01098,2024-01-08,SupplierB,type_c,46.4,37.38,Medium,79.16
BATCH_01099,2024-03-16,SupplierA,type_a,40.33,24.35,Low,78.34
BATCH_01100,2022-11-02,SupplierA,type_a,63.72,31.61,Low,81.1
BATCH_01101,2022-04-08,SupplierA,type_c,37.32,24.97,Low,69.54
BATCH_01102,2024-04-29,SupplierA,type_x,42.8,39.7,Low,84.74
BATCH_01103,2024-03-08,SupplierA,type_a,24.8,30.15,Medium,80.8
BATCH_01104,2022-12-01,SupplierB,type_b,57.57,28.15,Medium,65.66
BATCH_01105,2024-05-08,SupplierA,type_a,150.0,27.23,Low,97.98
BATCH_01106,2023-03-11,SupplierB,type_a,42.78,31.67,Medium,79.18
BATCH_01107,2023-03-23,SupplierA,type_b,66.15,32.58,Medium,89.21
BATCH_01108,2024-09-20,SupplierA,type_a,47.06,21.76,Low,71.11
BATCH_01109,2022-11-04,SupplierA,type_c,-0.55,36.98,Medium,52.41
BATCH_01110,2022-09-06,SupplierB,type_b,48.97,32.35,High,75.48
BATCH_01111,2022-06-15,SupplierA,type_a,46.49,36.94,Low,88.71
BATCH_01112,2023-04-26,SupplierB,type_a,52.06,38.55,High,76.03
BATCH_01113,2024-09-10,SupplierA,type_c,55.06,29.5,Medium,75.47
BATCH_01114,2022-12-01,SupplierB,type_a,36.32,34.28,Low,71.99
BATCH_01115,2023-06-26,SupplierA,type_c,79.43,27.12,High,91.66
BATCH_01116,2024-01-29,SupplierB,type_b,48.68,15.83,Medium,73.59
BATCH_01117,2022-04-16,SupplierB,type_b,46.01,37.86,Low,86.38
BATCH_01118,2023-07-17,SupplierC,type_b,64.89,26.3,Medium,88.13
BATCH_01119,2022-03-22,SupplierA,type_a,50.37,30.98,Low,74.49
BATCH_01120,2022-05-13,SupplierA,type_a,101.32,25.46,Medium,78.6
BATCH_01121,2024-03-07,SupplierA,type_a,45.8,26.72,Low,74.89
BATCH_01122,2024-06-18,SupplierB,type_b,57.04,27.47,High,89.21
BATCH_01123,2022-05-18,SupplierB,type_c,35.02,37.24,Medium,67.21
BATCH_01124,2022-07-03,SupplierB,type_a,67.41,32.57,Medium,76.22
BATCH_01125,2023-02-05,SupplierA,type_a,56.17,34.21,Low,71.35
BATCH_01126,2022-11-26,SupplierA,type_b,43.22,20.97,Medium,77.53
BATCH_01127,2024-02-24,SupplierA,type_c,32.55,30.17,Low,58.48
BATCH_01128,2023-05-23,SupplierD,type_c,23.81,28.09,High,57.3
BATCH_01129,2024-05-01,SupplierB,type_b,58.37,32.46,Low,76.99
BATCH_01130,2024-09-10,SupplierC,type_b,22.26,42.03,Medium,60.41
BATCH_01131,2022-03-10,SupplierA,type_b,76.17,18.05,Low,86.2
BATCH_01132,2023-06-30,SupplierB,type_x,24.74,32.0,Medium,61.52
BATCH_01133,2024-02-13,SupplierB,type_c,46.43,15.18,Medium,89.88
BATCH_01134,2022-02-22,SupplierA,type_b,32.37,27.45,Medium,76.65
BATCH_01135,2023-03-26,SupplierB,type_a,50.65,30.75,Medium,82.0
BATCH_01136,2022-07-24,SupplierC,type_a,50.53,33.38,Medium,69.11
BATCH_01137,2022-05-06,SupplierB,type_b,58.9,19.22,High,101.73
BATCH_01138,2024-01-17,SupplierB,type_c,19.47,31.33,High,61.45
BATCH_01139,2022-02-12,SupplierA,type_b,34.73,26.03,Medium,63.28
BATCH_01140,2024-01-22,SupplierA,type_a,69.41,40.24,High,87.89
BATCH_01141,2024-08-28,SupplierD,type_c,63.17,28.96,High,80.9
BATCH_01142,2024-06-01,SupplierA,type_c,0.01,26.45,Medium,51.82
BATCH_01143,2022-04-21,SupplierB,type_a,57.54,34.23,Low,99.22
BATCH_01144,2024-01-31,SupplierB,type_c,29.35,32.44,Medium,78.56
BATCH_01145,2023-10-25,SupplierB,type_b,38.16,34.48,Medium,71.49
BATCH_01146,2022-07-02,SupplierD,type_x,45.45,39.55,Medium,97.65
BATCH_01147,2024-04-27,SupplierA,type_c,81.15,27.07,Medium,92.45
BATCH_01148,2022-04-05,SupplierA,type_b,29.15,38.6,Medium,68.62
BATCH_01149,2024-08-28,SupplierA,type_c,21.92,39.39,Medium,89.39
BATCH_01150,2023-01-09,SupplierA,type_x,59.01,36.47,Medium,84.29
BATCH_01151,2024-06-30,SupplierA,type_b,49.44,26.64,Low,80.98
BATCH_01152,2023-06-04,SupplierA,type_b,74.14,12.93,Low,78.38
BATCH_01153,2024-06-18,SupplierB,type_c,42.94,29.0,Medium,73.38
BATCH_01154,2022-12-26,SupplierC,type_a,74.22,38.55,Medium,78.16
BATCH_01155,2024-06-18,SupplierA,type_b,50.33,25.68,High,89.49
BATCH_01156,2023-11-27,SupplierA,type_x,60.58,31.22,Low,62.08
BATCH_01157,2022-10-08,SupplierC,type_c,82.48,26.17,Low,98.4
BATCH_01158,2022-07-14,SupplierA,type_b,46.66,30.54,Medium,65.22
BATCH_01159,2024-05-13,SupplierA,type_a,70.89,40.71,Medium,80.69
BATCH_01160,2022-07-14,SupplierA,type_b,37.73,39.12,Low,68.37
BATCH_01161,2023-10-29,SupplierB,type_a,54.55,31.89,Medium,71.16
BATCH_01162,2022-04-03,SupplierA,type_a,21.11,33.15,Low,73.23
BATCH_01163,2023-11-03,SupplierD,type_c,39.91,19.35,Low,71.92
BATCH_01164,2024-08-03,SupplierA,type_a,28.84,28.48,Low,61.97
BATCH_01165,2022-03-02,SupplierB,type_b,200.0,39.58,Medium,121.54
BATCH_01166,2023-09-26,SupplierA,type_b,84.78,36.6,High,78.47
BATCH_01167,2022-02-20,SupplierB,type_c,42.91,31.17,Low,67.49
BATCH_01168,2023-02-07,SupplierB,type_b,34.54,27.36,Low,55.39
BATCH_01169,2024-02-28,SupplierB,type_a,23.72,29.24,High,76.74
BATCH_01170,2022-01-05,SupplierB,type_a,55.29,31.69,High,81.53
BATCH_01171,2023-04-11,SupplierB,type_b,37.95,29.82,Low,71.76
BATCH_01172,2023-08-27,SupplierC,type_b,39.03,35.7,Medium,89.86
BATCH_01173,2023-11-13,SupplierB,type_b,82.59,32.4,Low,110.91
BATCH_01174,2024-04-08,SupplierB,type_b,44.07,25.23,Low,68.58
BATCH_01175,2023-06-18,SupplierA,type_a,61.73,24.27,Medium,70.19
BATCH_01176,2023-02-09,SupplierA,type_b,-10.0,34.95,Medium,68.3
BATCH_01177,2024-04-17,SupplierA,type_b,22.9,24.22,Medium,70.22
BATCH_01178,2023-05-28,SupplierB,type_a,13.1,28.26,Medium,75.29
BATCH_01179,2023-10-07,SupplierA,type_a,59.75,27.8,Medium,81.91
BATCH_01180,2022-08-21,SupplierA,type_a,84.08,23.81,High,83.28
BATCH_01181,2023-06-08,SupplierB,type_a,56.3,31.55,Low,75.0
BATCH_01182,2022-12-12,SupplierB,type_c,150.0,29.38,Low,109.33
BATCH_01183,2022-02-15,SupplierC,type_a,31.91,26.81,High,67.46
BATCH_01184,2023-06-30,SupplierA,type_a,70.3,40.43,Medium,66.43
BATCH_01185,2024-08-02,SupplierB,type_a,70.05,17.85,Medium,67.99
BATCH_01186,2022-03-19,SupplierA,type_c,36.08,25.68,Medium,82.96
